movie_id,substituted_name,description,rating,name,genres
2023,,,5376,"Godfather: Part III, The (1990)",Action Crime Drama
355,,,5366,"Flintstones, The (1994)",Children Comedy Fantasy
1203,,,5365,12 Angry Men (1957),Drama
4085,,,5352,Beverly Hills Cop (1984),Action Comedy Crime Drama
1569,,,5311,My Best Friend's Wedding (1997),Comedy Romance
224,,,5310,Don Juan DeMarco (1995),Comedy Drama Romance
8368,,,5304,Harry Potter and the Prisoner of Azkaban (2004),Adventure Children Fantasy
3671,,,5298,Blazing Saddles (1974),Comedy Western
6934,,,5290,"Matrix Revolutions, The (2003)",Action Sci-Fi Thriller
1339,,,5274,Dracula (Bram Stoker's Dracula) (1992),Fantasy Horror Romance Thriller
3255,,,5262,"League of Their Own, A (1992)",Comedy Drama
5299,,,5259,My Big Fat Greek Wedding (2002),Comedy Romance
2105,,,5251,Tron (1982),Action Adventure Animation Sci-Fi Thriller
899,,,5249,Singin' in the Rain (1952),Comedy Musical Romance
2572,,,5248,10 Things I Hate About You (1999),Comedy Romance
2455,,,5248,"Fly, The (1986)",Drama Horror Sci-Fi
2005,,,5244,"Goonies, The (1985)",Adventure Children Comedy Fantasy
2161,,,5243,"NeverEnding Story, The (1984)",Adventure Children Fantasy
256,,,5238,Junior (1994),Comedy Sci-Fi
7147,,,5238,Big Fish (2003),Drama Fantasy Romance
475,,,5230,In the Name of the Father (1993),Drama
8665,,,5229,"Bourne Supremacy, The (2004)",Action Adventure Drama Mystery Thriller
5502,,,5229,Signs (2002),Sci-Fi Thriller
2278,,,5225,Ronin (1998),Action Crime Thriller
5218,,,5197,Ice Age (2002),Adventure Animation Children Comedy
3911,,,5195,Best in Show (2000),Comedy
33493,,,5193,Star Wars: Episode III - Revenge of the Sith (2005),Action Adventure Fantasy Sci-Fi
4014,,,5185,Chocolat (2000),Comedy Romance
2080,,,5164,Lady and the Tramp (1955),Animation Children Comedy Musical Romance
1371,,,5156,Star Trek: The Motion Picture (1979),Adventure Sci-Fi
1120,,,5155,"People vs. Larry Flynt, The (1996)",Comedy Drama
1343,,,5147,Cape Fear (1991),Thriller
1293,,,5140,Gandhi (1982),Drama
2336,,,5139,Elizabeth (1998),Drama
1249,,,5124,"Femme Nikita, La (Nikita) (1990)",Action Crime Romance Thriller
2294,,,5123,Antz (1998),Adventure Animation Children Comedy Fantasy
1267,,,5120,"Manchurian Candidate, The (1962)",Crime Thriller War
3755,,,5120,"Perfect Storm, The (2000)",Drama Thriller
673,,,5114,Space Jam (1996),Adventure Animation Children Comedy Fantasy Sci-Fi
914,,,5091,My Fair Lady (1964),Comedy Drama Musical Romance
348,,,5076,Bullets Over Broadway (1994),Comedy
31,,,5071,Dangerous Minds (1995),Drama
1047,,,5060,"Long Kiss Goodnight, The (1996)",Action Drama Thriller
204,,,5026,Under Siege 2: Dark Territory (1995),Action
1228,,,5023,Raging Bull (1980),Drama
272,,,4988,"Madness of King George, The (1994)",Comedy Drama
277,,,4956,Miracle on 34th Street (1994),Drama
2193,,,4930,Willow (1988),Action Adventure Fantasy
2273,,,4876,Rush Hour (1998),Action Comedy Crime Thriller
3717,,,4861,Gone in 60 Seconds (2000),Action Crime
1129,,,4860,Escape from New York (1981),Action Adventure Sci-Fi Thriller
5010,,,4839,Black Hawk Down (2001),Action Drama War
5618,,,4835,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure Animation Children Fantasy
902,,,4834,Breakfast at Tiffany's (1961),Drama Romance
647,,,4810,Courage Under Fire (1996),Drama War
2021,,,4805,Dune (1984),Adventure Sci-Fi
2248,,,4797,Say Anything... (1989),Comedy Drama Romance
2580,,,4784,Go (1999),Comedy Crime
3039,,,4783,Trading Places (1983),Comedy
2058,,,4767,"Negotiator, The (1998)",Action Crime Drama Mystery Thriller
1287,,,4761,Ben-Hur (1959),Action Adventure Drama Romance
2150,,,4760,"Gods Must Be Crazy, The (1980)",Adventure Comedy
1562,,,4756,Batman & Robin (1997),Action Adventure Fantasy Thriller
3256,,,4751,Patriot Games (1992),Action Thriller
4720,,,4725,"Others, The (2001)",Horror Mystery Thriller
2968,,,4723,Time Bandits (1981),Adventure Children Comedy Fantasy
1357,,,4715,Shine (1996),Drama Romance
2289,,,4712,"Player, The (1992)",Comedy Crime Drama
431,,,4712,Carlito's Way (1993),Crime Drama
1953,,,4710,"French Connection, The (1971)",Action Crime Drama Thriller
2539,,,4707,Analyze This (1999),Comedy
1271,,,4703,Fried Green Tomatoes (1991),Drama
2002,,,4699,Lethal Weapon 3 (1992),Action Comedy Crime Drama
1172,,,4698,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Comedy Drama Romance
1022,,,4689,Cinderella (1950),Animation Children Fantasy Musical Romance
372,,,4661,Reality Bites (1994),Comedy Drama Romance
1029,,,4661,Dumbo (1941),Animation Children Drama Musical
2694,,,4659,Big Daddy (1999),Comedy
3006,,,4656,"Insider, The (1999)",Drama Thriller
1994,,,4655,Poltergeist (1982),Drama Fantasy Horror Thriller
24,,,4652,Powder (1995),Drama Sci-Fi
1042,,,4649,That Thing You Do! (1996),Comedy Drama
3499,,,4647,Misery (1990),Drama Horror Thriller
1405,,,4644,Beavis and Butt-Head Do America (1996),Adventure Animation Comedy Crime
1061,,,4641,Sleepers (1996),Thriller
5679,,,4639,"Ring, The (2002)",Drama Horror Mystery Thriller
2490,,,4638,Payback (1999),Action Thriller
7143,,,4638,"Last Samurai, The (2003)",Action Adventure Drama War
5459,,,4634,Men in Black II (2002),Action Comedy Sci-Fi
247,,,4590,Heavenly Creatures (1994),Crime Drama Fantasy Romance Thriller
180,,,4578,Mallrats (1995),Comedy
1912,,,4576,Out of Sight (1998),Comedy Crime Drama Romance Thriller
5377,,,4564,About a Boy (2002),Comedy Drama
4262,,,4561,Scarface (1983),Action Crime Drama
724,,,4557,"Craft, The (1996)",Comedy Drama Fantasy Horror Thriller
610,,,4544,Heavy Metal (1981),Action Adventure Animation Horror Sci-Fi
6502,,,4542,28 Days Later (2002),Horror Sci-Fi
800,,,4529,Lone Star (1996),Drama
1947,,,4511,West Side Story (1961),Drama Musical Romance
2076,,,4506,Blue Velvet (1986),Drama Mystery Thriller
3552,,,4504,Caddyshack (1980),Comedy
1513,,,4502,Romy and Michele's High School Reunion (1997),Comedy
1231,,,4499,"Right Stuff, The (1983)",Drama
468,,,4495,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy Romance
216,,,4489,Billy Madison (1995),Comedy
1921,,,4488,Pi (1998),Sci-Fi Thriller
838,,,4476,Emma (1996),Comedy Drama Romance
5902,,,4471,Adaptation (2002),Comedy Drama Romance
4025,,,4462,Miss Congeniality (2000),Action Comedy
230,,,4453,Dolores Claiborne (1995),Drama Thriller
3702,,,4449,Mad Max (1979),Action Adventure Sci-Fi
2144,,,4447,Sixteen Candles (1984),Comedy
3703,,,4437,"Road Warrior, The (Mad Max 2) (1981)",Action Adventure Sci-Fi
2078,,,4432,"Jungle Book, The (1967)",Animation Children Comedy Musical
1188,,,4429,Strictly Ballroom (1992),Comedy Romance
1272,,,4428,Patton (1970),Drama War
29,,,4424,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure Drama Fantasy Mystery Sci-Fi
1345,,,4423,Carrie (1976),Drama Fantasy Horror Thriller
6378,,,4410,"Italian Job, The (2003)",Action Adventure Crime Drama
44191,,,4405,V for Vendetta (2006),Thriller
1918,,,4403,Lethal Weapon 4 (1998),Action Comedy Crime Thriller
2871,,,4394,Deliverance (1972),Adventure Drama Thriller
1962,,,4391,Driving Miss Daisy (1989),Drama
2746,,,4380,Little Shop of Horrors (1986),Comedy Horror Musical
2723,,,4378,Mystery Men (1999),Action Adventure Comedy
2915,,,4372,Risky Business (1983),Comedy
6016,,,4370,City of God (Cidade de Deus) (2002),Action Crime Drama
2541,,,4368,Cruel Intentions (1999),Drama
455,,,4363,Free Willy (1993),Adventure Children Drama
719,,,4360,Multiplicity (1996),Comedy
3082,,,4357,"World Is Not Enough, The (1999)",Action Thriller
720,,,4356,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure Animation Comedy
2427,,,4348,"Thin Red Line, The (1998)",Action Drama War
2641,,,4345,Superman II (1980),Action Adventure Fantasy Sci-Fi
1663,,,4337,Stripes (1981),Comedy War
4848,,,4332,Mulholland Drive (2001),Crime Drama Film-Noir Mystery Thriller
273,,,4326,Frankenstein (Mary Shelley's Frankenstein) (1994),Drama Horror
3108,,,4311,"Fisher King, The (1991)",Comedy Drama Fantasy Romance
2020,,,4303,Dangerous Liaisons (1988),Drama Romance
2724,,,4302,Runaway Bride (1999),Comedy Romance
2064,,,4293,Roger & Me (1989),Comedy Documentary
4447,,,4292,Legally Blonde (2001),Comedy
2605,,,4283,Entrapment (1999),Crime Thriller
4571,,,4279,Bill & Ted's Excellent Adventure (1989),Adventure Comedy Sci-Fi
3785,,,4275,Scary Movie (2000),Comedy Horror
1479,,,4270,"Saint, The (1997)",Action Romance Thriller
849,,,4267,Escape from L.A. (1996),Action Adventure Sci-Fi Thriller
2393,,,4258,Star Trek: Insurrection (1998),Action Drama Romance Sci-Fi
1967,,,4252,Labyrinth (1986),Adventure Children Fantasy
5991,,,4249,Chicago (2002),Comedy Crime Drama Musical
2288,,,4247,"Thing, The (1982)",Action Horror Sci-Fi Thriller
1244,,,4238,Manhattan (1979),Comedy Drama Romance
4643,,,4236,Planet of the Apes (2001),Action Adventure Drama Sci-Fi
2124,,,4236,"Addams Family, The (1991)",Comedy Fantasy Horror
4018,,,4227,What Women Want (2000),Comedy Romance
3072,,,4223,Moonstruck (1987),Comedy Romance
3174,,,4221,Man on the Moon (1999),Comedy Drama
2420,,,4212,"Karate Kid, The (1984)",Drama
5995,,,4212,"Pianist, The (2002)",Drama War
968,,,4202,Night of the Living Dead (1968),Horror Sci-Fi Thriller
3489,,,4186,Hook (1991),Adventure Comedy Fantasy
1367,,,4183,101 Dalmatians (1996),Adventure Children Comedy
2761,,,4182,"Iron Giant, The (1999)",Adventure Animation Children Drama Sci-Fi
6863,,,4176,School of Rock (2003),Comedy Musical
441,,,4162,Dazed and Confused (1993),Comedy
2140,,,4158,"Dark Crystal, The (1982)",Adventure Children Fantasy
2108,,,4157,L.A. Story (1991),Comedy Romance
8622,,,4149,Fahrenheit 9/11 (2004),Documentary
3863,,,4147,"Cell, The (2000)",Drama Horror Thriller
48516,,,4145,"Departed, The (2006)",Crime Drama Thriller
170,,,4141,Hackers (1995),Action Adventure Crime Thriller
1027,,,4139,Robin Hood: Prince of Thieves (1991),Adventure Drama
3210,,,4134,Fast Times at Ridgemont High (1982),Comedy Drama Romance
1179,,,4130,"Grifters, The (1990)",Crime Drama Film-Noir
4361,,,4129,Tootsie (1982),Comedy Romance
3000,,,4125,Princess Mononoke (Mononoke-hime) (1997),Action Adventure Animation Drama Fantasy
1299,,,4123,"Killing Fields, The (1984)",Drama War
4310,,,4118,Pearl Harbor (2001),Action Drama Romance War
2908,,,4112,Boys Don't Cry (1999),Drama
2717,,,4112,Ghostbusters II (1989),Action Comedy Fantasy Horror Sci-Fi
5464,,,4094,Road to Perdition (2002),Crime Drama
3107,,,4080,Backdraft (1991),Action Drama
193,,,4077,Showgirls (1995),Drama
616,,,4074,"Aristocats, The (1970)",Animation Children
1805,,,4066,Wild Things (1998),Crime Drama Mystery Thriller
524,,,4064,Rudy (1993),Drama
237,,,4062,Forget Paris (1995),Comedy Romance
1235,,,4060,Harold and Maude (1971),Comedy Drama Romance
3510,,,4059,Frequency (2000),Drama Thriller
1274,,,4055,Akira (1988),Action Adventure Animation Sci-Fi
306,,,4055,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
1093,,,4052,"Doors, The (1991)",Drama Musical
8784,,,4041,Garden State (2004),Comedy Drama Romance
6807,,,4035,Monty Python's The Meaning of Life (1983),Comedy
362,,,4016,"Jungle Book, The (1994)",Adventure Children Romance
3361,,,4013,Bull Durham (1988),Comedy Drama Romance
1373,,,4010,Star Trek V: The Final Frontier (1989),Action Sci-Fi
4975,,,4002,Vanilla Sky (2001),Drama Romance Thriller
3752,,,4000,"Me, Myself and Irene (2000)",Adventure Comedy
1037,,,3997,"Lawnmower Man, The (1992)",Action Horror Sci-Fi Thriller
303,,,3979,"Quick and the Dead, The (1995)",Action Adventure Western
531,,,3972,"Secret Garden, The (1993)",Children Drama
8874,,,3964,Shaun of the Dead (2004),Comedy Horror Romance
6537,,,3956,Terminator 3: Rise of the Machines (2003),Action Adventure Sci-Fi
1261,,,3952,Evil Dead II (Dead by Dawn) (1987),Action Comedy Fantasy Horror
319,,,3952,Shallow Grave (1994),Comedy Drama Thriller
1223,,,3947,Wallace & Gromit: A Grand Day Out (1989),Adventure Animation Children Comedy Sci-Fi
3535,,,3940,American Psycho (2000),Comedy Crime Drama Horror Mystery Thriller
1032,,,3933,Alice in Wonderland (1951),Adventure Animation Children Musical
2881,,,3923,Double Jeopardy (1999),Action Thriller
49272,,,3914,Casino Royale (2006),Action Adventure Thriller
3624,,,3877,Shanghai Noon (2000),Action Adventure Comedy Western
4718,,,3869,American Pie 2 (2001),Comedy
5481,,,3858,Austin Powers in Goldmember (2002),Comedy
2352,,,3854,"Big Chill, The (1983)",Comedy Drama
6373,,,3847,Bruce Almighty (2003),Comedy
1077,,,3845,Sleeper (1973),Comedy Sci-Fi
327,,,3845,Tank Girl (1995),Action Comedy Musical Sci-Fi
232,,,3843,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy Drama Romance
2391,,,3843,"Simple Plan, A (1998)",Crime Drama Thriller
2944,,,3841,"Dirty Dozen, The (1967)",Action Drama War
8644,,,3837,"I, Robot (2004)",Action Adventure Sci-Fi Thriller
3363,,,3836,American Graffiti (1973),Comedy Drama
3386,,,3835,JFK (1991),Drama Mystery Thriller
1960,,,3831,"Last Emperor, The (1987)",Drama
1831,,,3831,Lost in Space (1998),Action Adventure Sci-Fi
2501,,,3823,October Sky (1999),Drama
2145,,,3820,Pretty in Pink (1986),Comedy Drama Romance
4270,,,3814,"Mummy Returns, The (2001)",Action Adventure Horror Thriller
6870,,,3812,Mystic River (2003),Crime Drama Mystery
1321,,,3809,"American Werewolf in London, An (1981)",Comedy Horror Thriller
2359,,,3807,Waking Ned Devine (1998),Comedy
1186,,,3807,"Sex, Lies, and Videotape (1989)",Drama
222,,,3799,Circle of Friends (1995),Drama Romance
2826,,,3798,"13th Warrior, The (1999)",Action Adventure Fantasy Horror Thriller
2160,,,3795,Rosemary's Baby (1968),Drama Horror Thriller
1347,,,3790,"Nightmare on Elm Street, A (1984)",Horror Thriller
866,,,3788,Bound (1996),Crime Drama Romance Thriller
1644,,,3783,I Know What You Did Last Summer (1997),Horror Mystery Thriller
2085,,,3768,One Hundred and One Dalmatians (a.k.a. 101 Dalmatians) (1961),Animation Children Comedy
2094,,,3763,"Rocketeer, The (1991)",Action Adventure Sci-Fi
2581,,,3763,Never Been Kissed (1999),Comedy Romance
8464,,,3760,Super Size Me (2004),Documentary
4776,,,3753,Training Day (2001),Crime Drama Thriller
2707,,,3750,Arlington Road (1999),Thriller
1907,,,3742,Mulan (1998),Adventure Animation Children Comedy Drama
3826,,,3736,Hollow Man (2000),Horror Sci-Fi Thriller
3967,,,3728,Billy Elliot (2000),Drama
2722,,,3727,Deep Blue Sea (1999),Action Sci-Fi Thriller
1882,,,3721,Godzilla (1998),Action Sci-Fi Thriller
1269,,,3717,Arsenic and Old Lace (1944),Comedy Mystery Thriller
4321,,,3714,City Slickers (1991),Adventure Comedy Western
830,,,3713,"First Wives Club, The (1996)",Comedy
30707,,,3710,Million Dollar Baby (2004),Drama
3617,,,3702,Road Trip (2000),Comedy
3916,,,3683,Remember the Titans (2000),Drama
532,,,3683,Serial Mom (1994),Comedy Crime Horror
14,,,3675,Nixon (1995),Drama
307,,,3675,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
3868,,,3670,"Naked Gun: From the Files of Police Squad!, The (1988)",Action Comedy Crime Romance
2018,,,3668,Bambi (1942),Animation Children Drama
1296,,,3668,"Room with a View, A (1986)",Comedy Drama Romance
194,,,3664,Smoke (1995),Comedy Drama
2948,,,3663,From Russia with Love (1963),Action Adventure Thriller
3252,,,3656,Scent of a Woman (1992),Drama
2243,,,3652,Broadcast News (1987),Comedy Drama Romance
8798,,,3644,Collateral (2004),Action Crime Drama Thriller
3148,,,3643,"Cider House Rules, The (1999)",Drama
33166,,,3641,Crash (2004),Crime Drama
3555,,,3641,U-571 (2000),Action Thriller
3396,,,3640,"Muppet Movie, The (1979)",Children Comedy Musical
2949,,,3629,Dr. No (1962),Action Adventure Thriller
6218,,,3629,Bend It Like Beckham (2002),Adventure Comedy Drama Romance
2087,,,3625,Peter Pan (1953),Animation Children Fantasy Musical
562,,,3621,Welcome to the Dollhouse (1995),Comedy Drama
671,,,3620,Mystery Science Theater 3000: The Movie (1996),Comedy Sci-Fi
3300,,,3616,Pitch Black (2000),Horror Sci-Fi Thriller
3247,,,3613,Sister Act (1992),Comedy Crime Musical
1378,,,3604,Young Guns (1988),Action Comedy Western
162,,,3599,Crumb (1994),Documentary
4002,,,3595,"Planes, Trains & Automobiles (1987)",Adventure Comedy Drama
2109,,,3591,"Jerk, The (1979)",Comedy
1680,,,3578,Sliding Doors (1998),Drama Romance
3317,,,3576,Wonder Boys (2000),Comedy Drama
46578,,,3576,Little Miss Sunshine (2006),Comedy Drama
6942,,,3571,Love Actually (2003),Comedy Drama Romance
1717,,,3565,Scream 2 (1997),Comedy Horror Thriller
4367,,,3563,Lara Croft: Tomb Raider (2001),Action Adventure
2366,,,3562,King Kong (1933),Action Adventure Horror
1175,,,3560,Delicatessen (1991),Comedy Drama Romance
741,,,3549,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation Sci-Fi
8949,,,3546,Sideways (2004),Adventure Comedy Drama Romance
1292,,,3535,Being There (1979),Comedy Drama
1957,,,3535,Chariots of Fire (1981),Drama
898,,,3534,"Philadelphia Story, The (1940)",Comedy Romance
7090,,,3511,Hero (Ying xiong) (2002),Action Adventure Drama
135,,,3507,Down Periscope (1996),Comedy
1587,,,3503,Conan the Barbarian (1982),Action Adventure
4223,,,3503,Enemy at the Gates (2001),Drama War
799,,,3496,"Frighteners, The (1996)",Comedy Horror Thriller
1586,,,3491,G.I. Jane (1997),Action Drama
79,,,3485,"Juror, The (1996)",Drama Thriller
2953,,,3485,Home Alone 2: Lost in New York (1992),Children Comedy
4816,,,3481,Zoolander (2001),Comedy
4148,,,3479,Hannibal (2001),Horror Thriller
3362,,,3478,Dog Day Afternoon (1975),Comedy Crime Drama
1965,,,3474,Repo Man (1984),Comedy Sci-Fi
2872,,,3473,Excalibur (1981),Adventure Fantasy
1041,,,3461,Secrets & Lies (1996),Drama
1952,,,3460,Midnight Cowboy (1969),Drama
2313,,,3459,"Elephant Man, The (1980)",Drama
40815,,,3452,Harry Potter and the Goblet of Fire (2005),Adventure Fantasy Thriller
3105,,,3445,Awakenings (1990),Drama Mystery
1019,,,3445,"20,000 Leagues Under the Sea (1954)",Adventure Children Fantasy Sci-Fi
1476,,,3439,Private Parts (1997),Comedy Drama
1911,,,3438,Dr. Dolittle (1998),Comedy
2478,,,3432,Three Amigos (1986),Comedy Western
3698,,,3429,"Running Man, The (1987)",Action Adventure Sci-Fi
276,,,3428,Milk Money (1994),Comedy Romance
1020,,,3424,Cool Runnings (1993),Comedy
2231,,,3419,Rounders (1998),Drama
2405,,,3415,"Jewel of the Nile, The (1985)",Action Adventure Comedy Romance
491,,,3413,"Man Without a Face, The (1993)",Drama
5266,,,3412,Panic Room (2002),Thriller
2300,,,3410,"Producers, The (1968)",Comedy Musical
45722,,,3403,Pirates of the Caribbean: Dead Man's Chest (2006),Action Adventure Comedy Fantasy
637,,,3398,Sgt. Bilko (1996),Comedy
535,,,3398,Short Cuts (1993),Drama
1590,,,3397,Event Horizon (1997),Horror Sci-Fi Thriller
107,,,3394,Muppet Treasure Island (1996),Adventure Children Comedy Musical
1104,,,3364,"Streetcar Named Desire, A (1951)",Drama
1884,,,3360,Fear and Loathing in Las Vegas (1998),Adventure Comedy Crime Drama Fantasy
3005,,,3360,"Bone Collector, The (1999)",Thriller
5956,,,3358,Gangs of New York (2002),Crime Drama
2371,,,3358,Fletch (1985),Comedy Crime Mystery
7254,,,3356,"Butterfly Effect, The (2004)",Drama Sci-Fi Thriller
743,,,3356,Spy Hard (1996),Comedy
3301,,,3354,"Whole Nine Yards, The (2000)",Comedy Crime
1409,,,3352,Michael (1996),Comedy Drama Fantasy Romance
60,,,3344,"Indian in the Cupboard, The (1995)",Adventure Children Fantasy
3354,,,3344,Mission to Mars (2000),Sci-Fi
2394,,,3343,"Prince of Egypt, The (1998)",Animation Musical
1449,,,3341,Waiting for Guffman (1996),Comedy
207,,,3336,"Walk in the Clouds, A (1995)",Drama Romance
2688,,,3336,"General's Daughter, The (1999)",Drama Thriller
6947,,,3332,Master and Commander: The Far Side of the World (2003),Action Adventure Drama War
1095,,,3327,Glengarry Glen Ross (1992),Drama
4446,,,3316,Final Fantasy: The Spirits Within (2001),Adventure Animation Fantasy Sci-Fi
1411,,,3305,Hamlet (1996),Crime Drama Romance
1635,,,3303,"Ice Storm, The (1997)",Drama
2369,,,3302,Desperately Seeking Susan (1985),Comedy Drama Romance
4638,,,3299,Jurassic Park III (2001),Action Adventure Sci-Fi
4369,,,3298,"Fast and the Furious, The (2001)",Action Crime Thriller
1385,,,3294,Under Siege (1992),Action Drama Thriller
1441,,,3293,Benny & Joon (1993),Comedy Romance
748,,,3292,"Arrival, The (1996)",Action Sci-Fi Thriller
5013,,,3287,Gosford Park (2001),Comedy Drama Mystery
1438,,,3280,Dante's Peak (1997),Action Thriller
3020,,,3278,Falling Down (1993),Action Drama
4239,,,3270,Blow (2001),Drama
2951,,,3268,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action Western
1212,,,3265,"Third Man, The (1949)",Film-Noir Mystery Thriller
922,,,3255,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama Film-Noir Romance
413,,,3255,Airheads (1994),Comedy
1298,,,3245,Pink Floyd: The Wall (1982),Drama Musical War
5388,,,3245,Insomnia (2002),Action Crime Drama Mystery Thriller
1253,,,3239,"Day the Earth Stood Still, The (1951)",Drama Sci-Fi Thriller
203,,,3234,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
994,,,3227,Big Night (1996),Comedy Drama
382,,,3224,Wolf (1994),Drama Horror Romance Thriller
2096,,,3219,Sleeping Beauty (1959),Animation Children Musical
538,,,3219,Six Degrees of Separation (1993),Drama
2616,,,3209,Dick Tracy (1990),Action Crime
1982,,,3206,Halloween (1978),Horror
280,,,3204,Murder in the First (1995),Drama Thriller
1779,,,3202,Sphere (1998),Sci-Fi Thriller
140,,,3202,Up Close and Personal (1996),Drama Romance
3556,,,3201,"Virgin Suicides, The (1999)",Drama Mystery
2795,,,3200,Vacation (1983),Comedy
880,,,3195,"Island of Dr. Moreau, The (1996)",Sci-Fi Thriller
3798,,,3189,What Lies Beneath (2000),Thriller
35836,,,3181,"40 Year Old Virgin, The (2005)",Comedy Romance
30749,,,3181,Hotel Rwanda (2004),Drama War
3257,,,3167,"Bodyguard, The (1992)",Drama Romance Thriller
1103,,,3162,Rebel Without a Cause (1955),Drama
2421,,,3158,"Karate Kid Part II, The (1986)",Action Adventure Drama
4734,,,3153,Jay and Silent Bob Strike Back (2001),Comedy
2067,,,3147,Doctor Zhivago (1965),Drama Romance War
4874,,,3146,K-PAX (2001),Drama Fantasy Mystery Sci-Fi
3424,,,3145,Do the Right Thing (1989),Comedy Drama
2686,,,3143,"Red Violin, The (Violon rouge, Le) (1998)",Drama Mystery
1883,,,3141,Bulworth (1998),Comedy Drama Romance
249,,,3137,Immortal Beloved (1994),Drama Romance
1185,,,3128,My Left Foot (1989),Drama
2431,,,3123,Patch Adams (1998),Comedy Drama
1245,,,3109,Miller's Crossing (1990),Crime Drama Film-Noir Thriller
3273,,,3108,Scream 3 (2000),Comedy Horror Thriller
3608,,,3098,Pee-wee's Big Adventure (1985),Comedy
3060,,,3096,"Commitments, The (1991)",Comedy Drama Musical
3104,,,3092,Midnight Run (1988),Action Adventure Comedy Crime
546,,,3088,Super Mario Bros. (1993),Action Adventure Children Comedy Fantasy Sci-Fi
1257,,,3085,Better Off Dead... (1985),Comedy Romance
2013,,,3083,"Poseidon Adventure, The (1972)",Action Adventure Drama
361,,,3067,It Could Happen to You (1994),Comedy Drama Romance
2134,,,3066,Weird Science (1985),Comedy Fantasy Sci-Fi
1256,,,3053,Duck Soup (1933),Comedy Musical
534,,,3048,Shadowlands (1993),Drama Romance
8970,,,3043,Finding Neverland (2004),Drama
1801,,,3041,"Man in the Iron Mask, The (1998)",Action Adventure Drama
383,,,3040,Wyatt Earp (1994),Western
4019,,,3036,Finding Forrester (2000),Drama
481,,,3034,Kalifornia (1993),Drama Thriller
916,,,3033,Roman Holiday (1953),Comedy Romance
2423,,,3032,Christmas Vacation (1989),Comedy
540,,,3029,Sliver (1993),Thriller
30793,,,3029,Charlie and the Chocolate Factory (2005),Adventure Children Comedy Fantasy
1049,,,3028,"Ghost and the Darkness, The (1996)",Action Adventure
3809,,,3028,What About Bob? (1991),Comedy
4641,,,3026,Ghost World (2001),Comedy Drama
2232,,,3019,Cube (1997),Horror Mystery Sci-Fi Thriller
3100,,,3018,"River Runs Through It, A (1992)",Drama
1499,,,3012,Anaconda (1997),Action Adventure Thriller
3450,,,3008,Grumpy Old Men (1993),Comedy
2137,,,3007,Charlotte's Web (1973),Animation Children
379,,,3006,Timecop (1994),Action Sci-Fi Thriller
2378,,,3000,Police Academy (1984),Comedy Crime
4344,,,3000,Swordfish (2001),Action Crime Drama
2335,,,2999,"Waterboy, The (1998)",Comedy
2788,,,2997,Monty Python's And Now for Something Completely Different (1971),Comedy
308,,,2994,Three Colors: White (Trois couleurs: Blanc) (1994),Comedy Drama
1958,,,2992,Terms of Endearment (1983),Comedy Drama
1945,,,2990,On the Waterfront (1954),Crime Drama
2428,,,2990,"Faculty, The (1998)",Horror Sci-Fi
1086,,,2988,Dial M for Murder (1954),Mystery Thriller
3275,,,2986,"Boondock Saints, The (2000)",Action Comedy Crime Drama Thriller
41,,,2981,Richard III (1995),Drama War
2739,,,2980,"Color Purple, The (1985)",Drama
48394,,,2980,Pan's Labyrinth (El Laberinto del fauno) (2006),Drama Fantasy Thriller
1284,,,2980,"Big Sleep, The (1946)",Crime Film-Noir Mystery
514,,,2977,"Ref, The (1994)",Comedy
1589,,,2974,Cop Land (1997),Action Crime Drama Thriller
3263,,,2964,White Men Can't Jump (1992),Comedy Drama
381,,,2963,When a Man Loves a Woman (1994),Drama
2125,,,2963,Ever After: A Cinderella Story (1998),Comedy Drama Fantasy Romance
2485,,,2958,She's All That (1999),Comedy Romance
1100,,,2958,Days of Thunder (1990),Action Drama Romance
954,,,2955,Mr. Smith Goes to Washington (1939),Drama
1125,,,2940,"Return of the Pink Panther, The (1975)",Comedy Crime
707,,,2938,Mulholland Falls (1996),Crime Drama Thriller
3704,,,2926,Mad Max Beyond Thunderdome (1985),Action Adventure Sci-Fi
227,,,2917,Drop Zone (1994),Action Thriller
3745,,,2912,Titan A.E. (2000),Action Adventure Animation Sci-Fi
2600,,,2908,eXistenZ (1999),Action Sci-Fi Thriller
4128,,,2907,"Lost Boys, The (1987)",Comedy Horror Thriller
3697,,,2902,Predator 2 (1990),Action Sci-Fi Thriller
18,,,2896,Four Rooms (1995),Comedy Drama Thriller
1254,,,2891,"Treasure of the Sierra Madre, The (1948)",Action Adventure Drama Western
34162,,,2889,Wedding Crashers (2005),Comedy Romance
144,,,2888,"Brothers McMullen, The (1995)",Comedy
